doc_number,document_id,title,authors,organization,venue,year,document_type,pdf_path,doi_or_url,pdf_url,source_api,external_id,total_pages,topics,countries,regions,sectors,climate_risks,technologies,policies,targets,indicators,abstract
D029,kuik_2016_long_term_research_challenges_wind_energy_research_agenda_w2272499513,Long-term research challenges in wind energy – a research agenda by the European Academy of Wind Energy,G.A.M. van Kuik; Joachim Peinke; R.P.L. Nijssen; D.J. Lekou; Jakob Mann; Jens Nørkær Sørensen; Carlos Ferreira; J.W. van Wingerden; David Schlipf; Pieter Gebraad; Henk Polinder; Asger Bech Abrahamsen; G.J.W. van Bussel; John Dalsgaard Sørensen; P.J. Tavner; Carlo L. Bottasso; Michael Muskulus; Denis Matha; H.J. Lindeboom; S. Degraer; Oliver Krämer; Sebastian Lehnhoff; Michael Sonnenschein; Poul Ejnar Sørensen; Rolf Künneke; Poul Erik Morthorst; Klaus Skytte,Wind energy science,Wind energy science,2016,Journal Article,data/pdfs/kuik_2016_long_term_research_challenges_wind_energy_research_agenda_w2272499513.pdf,https://doi.org/10.5194/wes-1-1-2016,https://wes.copernicus.org/articles/1/1/2016/wes-1-1-2016.pdf,OpenAlex,W2272499513,39,renewable energy,Germany; Global; United States,Europe; Global,energy; industry,,machine learning; wind energy,Nationally Determined Contributions,,,
D030,rosenzweig_2014_hurricane_sandy_adaptation_pathways_new_york_lessons_first_w1977182481,Hurricane Sandy and adaptation pathways in New York: Lessons from a first-responder city,Cynthia Rosenzweig; William Solecki,Global Environmental Change,Global Environmental Change,2014,Journal Article,data/pdfs/rosenzweig_2014_hurricane_sandy_adaptation_pathways_new_york_lessons_first_w1977182481.pdf,https://doi.org/10.1016/j.gloenvcha.2014.05.003,https://ntrs.nasa.gov/api/citations/20140017430/downloads/20140017430.pdf,OpenAlex,W1977182481,14,adaptation; climate science; mitigation; renewable energy; sea level rise; sustainability,Global; United States,Global,infrastructure; water,climate vulnerability; emissions; flooding; heatwaves; sea level rise,forecasting; machine learning,,,sea level,
D031,fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424,The fingerprints of climate warming on cereal crops phenology and adaptation options,Zartash Fatima; Mukhtar Ahmed; Mubshar Hussain; Ghulam Abbas; Sami Ul‐Allah; Shakeel Ahmad; Niaz Ahmed; Muhammad Arif Ali; Ghulam Sarwar; Ehsan Ul Haque; Pakeeza Iqbal; Sajjad Hussain,Scientific Reports,Scientific Reports,2020,Journal Article,data/pdfs/fatima_2020_fingerprints_climate_warming_cereal_crops_phenology_adaptation_options_w3094545424.pdf,https://doi.org/10.1038/s41598-020-74740-3,https://www.nature.com/articles/s41598-020-74740-3.pdf,OpenAlex,W3094545424,21,adaptation; climate science; energy transition; mitigation; renewable energy; sustainability,China; Germany; Global; India; United States,Africa; Europe; Global; Global South,agriculture; buildings; energy; health; water,drought; emissions; flooding; food insecurity,,,,temperature rise,
D032,funk_2015_climate_hazards_infrared_precipitation_stations_new_environmental_record_w2261645655,The climate hazards infrared precipitation with stations—a new environmental record for monitoring extremes,Chris Funk; Pete Peterson; M. F. Landsfeld; Diego Pedreros; J. P. Verdin; Shraddhanand Shukla; G. J. Husak; James Rowland; L. Harrison; Andrew Hoell; Joel Michaelsen,Scientific Data,Scientific Data,2015,Journal Article,data/pdfs/funk_2015_climate_hazards_infrared_precipitation_stations_new_environmental_record_w2261645655.pdf,https://doi.org/10.1038/sdata.2015.66,https://www.nature.com/articles/sdata201566.pdf,OpenAlex,W2261645655,21,climate science,Global; United States,Africa; Europe; Global,agriculture; water,drought,forecasting,Nationally Determined Contributions,,,
D033,friedlingstein_2019_global_carbon_budget_2019_w2979653715,Global Carbon Budget 2019,Pierre Friedlingstein; Matthew W. Jones; Michael O’Sullivan; Robbie M. Andrew; Judith Hauck; Glen P. Peters; Wouter Peters; Julia Pongratz; Stephen Sitch; Corinne Le Quéré; Dorothée C. E. Bakker; Josep G. Canadell; Philippe Ciais; Robert B. Jackson; Peter Anthoni; Leticia Barbero; Ana Bastos; Vladislav Bastrikov; Meike Becker; Laurent Bopp; Erik T. Buitenhuis; Naveen Chandra; Frédéric Chevallier; Louise Chini; Kim Currie; Richard A. Feely; Marion Gehlen; Dennis Gilfillan; Thanos Gkritzalis; Daniel S. Goll; Nicolas Gruber; Sören Gutekunst; Ian Harris; Vanessa Haverd; R. A. Houghton; G. C. Hurtt; Tatiana Ilyina; Atul K. Jain; Émilie Joetzjer; Jed O. Kaplan; Etsushi Kato; Kees Klein Goldewijk; Jan Ivar Korsbakken; Peter Landschützer; Siv K. Lauvset; Nathalie Lefèvre; Andrew Lenton; Sebastian Lienert; Danica Lombardozzi; Gregg Marland; Patrick McGuire; Joe R. Melton; Nicolas Metzl; David R. Munro; Julia E. M. S. Nabel; Shin‐Ichiro Nakaoka; Craig Neill; Abdirahman M Omar; Tsuneo Ono; Anna Peregon; Denis Pierrot; Benjamin Poulter; Gregor Rehder; Laure Resplandy; Eddy Robertson; Christian Rödenbeck; Roland Séférian; Jörg Schwinger; Naomi Smith; Pieter P. Tans; Hanqin Tian; Bronte Tilbrook; Francesco N. Tubiello; Guido R. van der Werf; A. Wiltshire; Sönke Zaehle,Earth system science data,Earth system science data,2019,Journal Article,data/pdfs/friedlingstein_2019_global_carbon_budget_2019_w2979653715.pdf,https://doi.org/10.5194/essd-11-1783-2019,https://essd.copernicus.org/articles/11/1783/2019/essd-11-1783-2019.pdf,OpenAlex,W2979653715,56,,Germany; Global; United States,Europe; Global,agriculture; energy,,machine learning,Nationally Determined Contributions,,,
D034,ashouri_2014_persiann_cdr_daily_precipitation_climate_data_record_multisatellite_w2170280355,PERSIANN-CDR: Daily Precipitation Climate Data Record from Multisatellite Observations for Hydrological and Climate Studies,Hamed Ashouri; Kuolin Hsu; Soroosh Sorooshian; Dan Braithwaite; Kenneth R. Knapp; L. DeWayne Cecil; Brian R. Nelson; O. P. Prat,Bulletin of the American Meteorological Society,Bulletin of the American Meteorological Society,2014,Journal Article,data/pdfs/ashouri_2014_persiann_cdr_daily_precipitation_climate_data_record_multisatellite_w2170280355.pdf,https://doi.org/10.1175/bams-d-13-00068.1,https://journals.ametsoc.org/downloadpdf/journals/bams/96/1/bams-d-13-00068.1.pdf,OpenAlex,W2170280355,16,,Global,Global,energy; water,,forecasting; remote sensing,,,,
D035,knutti_2009_challenges_combining_projections_multiple_climate_w2004053254,Challenges in Combining Projections from Multiple Climate Models,Reto Knutti; Reinhard Furrer; Claudia Tebaldi; Jan Čermák; Gerald A. Meehl,Journal of Climate,Journal of Climate,2009,Journal Article,data/pdfs/knutti_2009_challenges_combining_projections_multiple_climate_w2004053254.pdf,https://doi.org/10.1175/2009jcli3361.1,https://journals.ametsoc.org/downloadpdf/journals/clim/23/10/2009jcli3361.1.pdf,OpenAlex,W2004053254,20,adaptation; climate science; energy transition; policy and governance,Global,Europe; Global,,,forecasting; machine learning,Nationally Determined Contributions,,,
D036,sitch_2015_recent_trends_drivers_regional_sources_sinks_carbon_dioxide_w2035962295,Recent trends and drivers of regional sources and sinks of carbon dioxide,Stephen Sitch; Pierre Friedlingstein; Nicolas Gruber; S. D. M. Jones; Guillermo N. Murray‐Tortarolo; Anders Ahlström; Scott C. Doney; Heather Graven; Christoph Heinze; Chris Huntingford; Samuel Levis; Peter Levy; M. Lomas; Benjamin Poulter; Nicolas Viovy; Sönke Zaehle; Ning Zeng; Almut Arneth; Gordon B. Bonan; Laurent Bopp; Josep G. Canadell; Frédéric Chevallier; Philippe Ciais; Rich Ellis; Manuel Gloor; Philippe Peylin; Shilong Piao; Corinne Le Quéré; Benjamin Smith; Zaichun Zhu; Ranga B. Myneni,Biogeosciences,Biogeosciences,2015,Journal Article,data/pdfs/sitch_2015_recent_trends_drivers_regional_sources_sinks_carbon_dioxide_w2035962295.pdf,https://doi.org/10.5194/bg-12-653-2015,https://bg.copernicus.org/articles/12/653/2015/bg-12-653-2015.pdf,OpenAlex,W2035962295,27,carbon capture; climate science; policy and governance,China; Germany; Global; United States,Europe; Global,health,emissions,carbon capture; remote sensing,Nationally Determined Contributions,,temperature rise,
D037,fuzzi_2015_particulate_matter_air_quality_climate_lessons_learned_future_w2100256027,"Particulate matter, air quality and climate: lessons learned and future needs",S. Fuzzi; Urs Baltensperger; K. S. Carslaw; Stefano Decesari; Hugo Denier van der Gon; M. C. Facchini; D. Fowler; Ilan Koren; B. Langford; Ulrike Lohmann; Eiko Nemitz; Spyros Ν. Pandis; Ilona Riipinen; Yinon Rudich; Martijn Schaap; Jay G. Slowik; D. V. Spracklen; E. Vignati; Martin Wild; M. L. Williams; Stefania Gilardoni,Atmospheric chemistry and physics,Atmospheric chemistry and physics,2015,Journal Article,data/pdfs/fuzzi_2015_particulate_matter_air_quality_climate_lessons_learned_future_w2100256027.pdf,https://doi.org/10.5194/acp-15-8217-2015,https://acp.copernicus.org/articles/15/8217/2015/acp-15-8217-2015.pdf,OpenAlex,W2100256027,83,climate science; policy and governance; renewable energy; sustainability,China; Global; Oman; United States,Europe; Global,health; transport; water,emissions,,Nationally Determined Contributions,,temperature rise,
D038,guenther_2006_estimates_global_terrestrial_isoprene_emissions_megan_emissions_gases_w2002570697,Estimates of global terrestrial isoprene emissions using MEGAN (Model of Emissions of Gases and Aerosols from Nature),Alex Guenther; Thomas Karl; P. C. Harley; Christine Wiedinmyer; Paul I. Palmer; Chris Geron,Atmospheric chemistry and physics,Atmospheric chemistry and physics,2006,Journal Article,data/pdfs/guenther_2006_estimates_global_terrestrial_isoprene_emissions_megan_emissions_gases_w2002570697.pdf,https://doi.org/10.5194/acp-6-3181-2006,https://acp.copernicus.org/articles/6/3181/2006/acp-6-3181-2006.pdf,OpenAlex,W2002570697,30,climate science; policy and governance; renewable energy,Global; United States,Europe; Global,transport,emissions,,Nationally Determined Contributions,,,
D039,harris_2020_version_4_cru_ts_monthly_high_resolution_gridded_w3014125413,Version 4 of the CRU TS monthly high-resolution gridded multivariate climate dataset,Ian Harris; Timothy J. Osborn; P. D. Jones; David Lister,Scientific Data,Scientific Data,2020,Journal Article,data/pdfs/harris_2020_version_4_cru_ts_monthly_high_resolution_gridded_w3014125413.pdf,https://doi.org/10.1038/s41597-020-0453-3,https://www.nature.com/articles/s41597-020-0453-3.pdf,OpenAlex,W3014125413,18,climate science,Global,Global,buildings; health,drought,machine learning,,,,
D040,guenther_2012_emissions_gases_aerosols_nature_version_2_1_megan2_w2955601895,The Model of Emissions of Gases and Aerosols from Nature version 2.1 (MEGAN2.1): an extended and updated framework for modeling biogenic emissions,Alex Guenther; Xiaoyan Jiang; Colette L. Heald; Tanarit Sakulyanontvittaya; T. Duhl; L. K. Emmons; Xin Wang,Geoscientific model development,Geoscientific model development,2012,Journal Article,data/pdfs/guenther_2012_emissions_gases_aerosols_nature_version_2_1_megan2_w2955601895.pdf,https://doi.org/10.5194/gmd-5-1471-2012,https://gmd.copernicus.org/articles/5/1471/2012/gmd-5-1471-2012.pdf,OpenAlex,W2955601895,22,,China; Global; United States,Europe; Global,,emissions,forecasting; machine learning,,,,
D041,baldocchi_2001_fluxnet_new_tool_temporal_spatial_variability_ecosystem_scale_w2338049369,"FLUXNET: A New Tool to Study the Temporal and Spatial Variability of Ecosystem–Scale Carbon Dioxide, Water Vapor, and Energy Flux Densities",Dennis Baldocchi; Eva Falge; Lianhong Gu; Richard Olson; David Y. Hollinger; S. W. Running; Peter Anthoni; Christian Bernhofer; K. J. Davis; Robert S. Evans; José D. Fuentes; Allen H. Goldstein; Gabriel G. Katul; B. E. Law; Xuhui Lee; Yadvinder Malhi; Tilden P. Meyers; J. William Munger; Walter C. Oechel; Kyaw Tha Paw; Kim Pilegaard; Hans Peter Schmid; Riccardo Valentini; Shashi B. Verma; Timo Vesala; Kell Wilson; S. C. Wofsy,Bulletin of the American Meteorological Society,Bulletin of the American Meteorological Society,2001,Journal Article,data/pdfs/baldocchi_2001_fluxnet_new_tool_temporal_spatial_variability_ecosystem_scale_w2338049369.pdf,https://doi.org/10.1175/1520-0477(2001)082<2415:fantts>2.3.co;2,https://journals.ametsoc.org/downloadpdf/journals/bams/82/11/1520-0477_2001_082_2415_fantts_2_3_co_2.pdf,OpenAlex,W2338049369,20,climate science; policy and governance; sustainability,Germany; Global; India,Europe; Global,agriculture; energy; industry; infrastructure; water,drought; emissions,,,,sea level; temperature rise,
D042,werf_2010_global_fire_emissions_contribution_deforestation_savanna_forest_agricultural_w2134927874,"Global fire emissions and the contribution of deforestation, savanna, forest, agricultural, and peat fires (1997–2009)",Guido R. van der Werf; James T. Randerson; Louis Giglio; G. J. Collatz; M. Mu; P. S. Kasibhatla; Douglas C. Morton; Ruth DeFries; Yufang Jin; T. T. van Leeuwen,Atmospheric chemistry and physics,Atmospheric chemistry and physics,2010,Journal Article,data/pdfs/werf_2010_global_fire_emissions_contribution_deforestation_savanna_forest_agricultural_w2134927874.pdf,https://doi.org/10.5194/acp-10-11707-2010,https://acp.copernicus.org/articles/10/11707/2010/acp-10-11707-2010.pdf,OpenAlex,W2134927874,29,climate science,Global; United States,Asia; Europe; Global,agriculture; industry,drought; emissions,machine learning,Nationally Determined Contributions,,temperature rise,
D043,friedlingstein_2006_climate_carbon_cycle_feedback_results_c4mip_intercomparison_w2151328940,Climate–Carbon Cycle Feedback Analysis: Results from the C4MIP Model Intercomparison,Pierre Friedlingstein; Peter M. Cox; Richard Betts; Laurent Bopp; Werner von Bloh; ﻿Victor Brovkin; Patricia Cadule; Scott C. Doney; M. Eby; Inez Fung; Govindasamy Bala; Jasmin G. John; ﻿Colin Jones; Fortunat Joos; Tomomichi Kato; Michio Kawamiya; Wolfgang Knorr; Keith Lindsay; H. Damon Matthews; Thomas Raddatz; P. J. Rayner; Christian H. Reick; E. Roeckner; K. G. Schnitzler; Reiner Schnur; Kuno Strassmann; Andrew J. Weaver; Chisato Yoshikawa; Ning Zeng,Journal of Climate,Journal of Climate,2006,Journal Article,data/pdfs/friedlingstein_2006_climate_carbon_cycle_feedback_results_c4mip_intercomparison_w2151328940.pdf,https://doi.org/10.1175/jcli3800.1,https://journals.ametsoc.org/downloadpdf/journals/clim/19/14/jcli3800.1.pdf,OpenAlex,W2151328940,17,carbon capture; climate science; policy and governance,Germany; Global; United States,Europe; Global,,emissions,carbon capture,Nationally Determined Contributions,Limit Warming to 1.5C,temperature rise,
D044,abatzoglou_2018_terraclimate_high_resolution_global_dataset_monthly_climate_climatic_w2784327149,"TerraClimate, a high-resolution global dataset of monthly climate and climatic water balance from 1958–2015",John T. Abatzoglou; Solomon Z. Dobrowski; Sean A. Parks; Katherine C. Hegewisch,Scientific Data,Scientific Data,2018,Journal Article,data/pdfs/abatzoglou_2018_terraclimate_high_resolution_global_dataset_monthly_climate_climatic_w2784327149.pdf,https://doi.org/10.1038/sdata.2017.191,https://www.nature.com/articles/sdata2017191.pdf,OpenAlex,W2784327149,12,climate science; renewable energy,Global; United States,Europe; Global,energy; water,,climate downscaling,Nationally Determined Contributions,,,
D045,zheng_2018_trends_china_s_anthropogenic_emissions_since_2010_as_w2800203331,Trends in China's anthropogenic emissions since 2010 as the consequence of clean air actions,Bo Zheng; Dan Tong; Meng Li; Fei Liu; Chaopeng Hong; Guannan Geng; Haiyan Li; Xin Li; Liqun Peng; Ji Qi; Liu Yan; Yuxuan Zhang; Hongyan Zhao; Yixuan Zheng; Kebin He; Qiang Zhang,Atmospheric chemistry and physics,Atmospheric chemistry and physics,2018,Journal Article,data/pdfs/zheng_2018_trends_china_s_anthropogenic_emissions_since_2010_as_w2800203331.pdf,https://doi.org/10.5194/acp-18-14095-2018,https://www.atmos-chem-phys.net/18/14095/2018/acp-18-14095-2018.pdf,OpenAlex,W2800203331,17,climate science; mitigation; policy and governance,China; Global; Saudi Arabia,Europe; Global,energy; health; industry,emissions,,Nationally Determined Contributions,Reduce Emissions,,
D046,greenhalgh_2017_beyond_adoption_new_framework_theorizing_evaluating_nonadoption_abandonment_w2765304416,"Beyond Adoption: A New Framework for Theorizing and Evaluating Nonadoption, Abandonment, and Challenges to the Scale-Up, Spread, and Sustainability of Health and Care Technologies",Trisha Greenhalgh; Joseph Wherton; Chrysanthi Papoutsi; Jennifer Lynch; Gemma Hughes; Christine A’Court; Susan Hinder; Nick Fahy; Rob Procter; S. E. Shaw,Journal of Medical Internet Research,Journal of Medical Internet Research,2017,Journal Article,data/pdfs/greenhalgh_2017_beyond_adoption_new_framework_theorizing_evaluating_nonadoption_abandonment_w2765304416.pdf,https://doi.org/10.2196/jmir.8775,https://www.jmir.org/2017/11/e367/PDF,OpenAlex,W2765304416,21,adaptation; policy and governance; sustainability,Global; United States,Europe; Global,health; industry,,,,,,
